-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.256218;5.000000;-74.239906;540.000000
-36.417061;5.000000;-74.239906;540.000000
-37.077904;5.000000;-74.239906;540.000000
-38.238747;5.000000;-74.239906;540.000000
-39.899590;5.000000;-74.239906;540.000000
-42.060432;5.000000;-74.239906;540.000000
-44.721275;5.000000;-74.239906;540.000000
-47.882118;5.000000;-74.239906;540.000000
-51.542961;5.000000;-74.239906;540.000000
-55.703804;5.000000;-74.239906;540.000000
-60.364647;5.000000;-74.239906;540.000000
-65.525490;5.000000;-74.239906;540.000000
-71.186333;5.000000;-74.239906;540.000000
-77.347176;5.000000;-74.239906;540.000000
-84.008018;5.000000;-74.239906;540.000000
-91.168861;5.000000;-74.239906;540.000000
-98.829704;5.000000;-74.239906;540.000000
-106.990547;5.000000;-74.239906;540.000000
-115.651390;5.000000;-74.239906;540.000000
-124.812233;5.000000;-74.239906;540.000000
-134.473083;5.000000;-74.239906;540.000000
-144.633926;5.000000;-74.239906;540.000000
-155.294769;5.000000;-74.239906;540.000000
-166.455612;5.000000;-74.239906;540.000000
-178.116455;5.000000;-74.239906;540.000000
-190.277298;5.000000;-74.239906;540.000000
-202.938141;5.000000;-74.239906;540.000000
-216.098984;5.000000;-74.239906;540.000000
-229.759827;5.000000;-74.239906;540.000000
-243.920670;5.000000;-74.239906;540.000000
-258.581512;5.000000;-74.239906;540.000000
-273.742371;5.000000;-74.239906;540.000000
-288.903229;5.000000;-74.239906;540.000000
-304.064087;5.000000;-74.239906;540.000000
-319.224945;5.000000;-74.239906;540.000000
-334.385803;5.000000;-74.239906;540.000000
-349.532227;5.000000;-74.901215;537.500000
-364.635376;5.000000;-76.222572;535.000000
-379.666504;5.000000;-78.201462;532.500000
-394.697632;5.000000;-80.180351;532.500000
-409.728760;5.000000;-82.159241;532.500000
-424.759888;5.000000;-84.138130;532.500000
-439.791016;5.000000;-86.117020;532.500000
-454.822144;5.000000;-88.095909;532.500000
-469.853271;5.000000;-90.074799;532.500000
-484.884399;5.000000;-92.053688;532.500000
-499.915527;5.000000;-94.032578;532.500000
-514.946655;5.000000;-96.011467;532.500000
-529.977783;5.000000;-97.990356;532.500000
-545.008911;5.000000;-99.969246;532.500000
-560.112061;5.000000;-101.290604;535.000000
-575.258484;5.000000;-101.951912;537.500000
-590.419312;5.000000;-101.951912;540.000000
-605.565735;5.000000;-101.290604;542.500000
-620.712158;5.000000;-100.629295;542.500000
-635.858582;5.000000;-99.967987;542.500000
-651.005005;5.000000;-99.306679;542.500000
-666.151428;5.000000;-98.645370;542.500000
-681.297852;5.000000;-97.984062;542.500000
-696.444275;5.000000;-97.322754;542.500000
-711.590698;5.000000;-96.661446;542.500000
-726.737122;5.000000;-96.000137;542.500000
-741.883545;5.000000;-95.338829;542.500000
-757.029968;5.000000;-94.677521;542.500000
-772.176392;5.000000;-94.016212;542.500000
-787.322815;5.000000;-93.354904;542.500000
-802.483643;5.000000;-93.354904;540.000000
-817.630066;5.000000;-94.016212;537.500000
-832.733215;5.000000;-95.337570;535.000000
-847.836365;5.000000;-96.658928;535.000000
-862.939514;5.000000;-97.980286;535.000000
-878.042664;5.000000;-99.301643;535.000000
-893.145813;5.000000;-100.623001;535.000000
-908.248962;5.000000;-101.944359;535.000000
-923.352112;5.000000;-103.265717;535.000000
-938.455261;5.000000;-104.587074;535.000000
-953.558411;5.000000;-105.908432;535.000000
-968.661560;5.000000;-107.229790;535.000000
-983.764709;5.000000;-108.551147;535.000000
-998.867859;5.000000;-109.872505;535.000000
-1014.014282;5.000000;-110.533813;537.500000
